row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub-category,product_name,sales,year,month,month_name,profit
5517,US-2017-138408,2017-11-18,21/11/2017,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Huntsville,Alabama,35810.0,South,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1319.96,2017,11,November,-245.78319566234788
5518,CA-2018-117667,2018-12-04,09/12/2018,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,239.96,2018,12,December,38.288159151128845
5519,CA-2018-117667,2018-12-04,09/12/2018,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,54.768,2018,12,December,-0.6199834515039392
5520,CA-2018-117667,2018-12-04,09/12/2018,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,13.392,2018,12,December,-0.6242360276414425
5521,CA-2018-117667,2018-12-04,09/12/2018,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-PA-10002709,Office Supplies,Paper,Xerox 1956,23.92,2018,12,December,-0.9000907946732184
5522,CA-2018-117667,2018-12-04,09/12/2018,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,255.968,2018,12,December,52.16428180278221
5523,CA-2017-110982,2017-06-05,07/06/2017,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Santa Clara,California,95051.0,West,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,21.552,2017,6,June,5.2028828913433856
5524,CA-2017-110982,2017-06-05,07/06/2017,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Santa Clara,California,95051.0,West,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24,2017,6,June,-2.3941456384486153
5525,CA-2017-147123,2017-12-10,12/12/2017,First Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Long Beach,California,90805.0,West,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",80.28,2017,12,December,11.615936847907156
5526,CA-2018-154501,2018-04-30,05/05/2018,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Los Angeles,California,90008.0,West,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,9.78,2018,4,April,1.97195236808436
5527,CA-2018-166933,2018-04-24,28/04/2018,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Santa Barbara,California,93101.0,West,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,1.81,2018,4,April,-0.050424778651324324
5528,CA-2016-142055,2016-05-08,10/05/2016,First Class,AB-10255,Alejandro Ballentine,Home Office,United States,New York City,New York,10009.0,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,37.94,2016,5,May,-6.0854641310287425
5529,CA-2016-137106,2016-03-31,04/04/2016,Standard Class,SC-20260,Scott Cohen,Corporate,United States,Jacksonville,Florida,32216.0,South,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,79.96,2016,3,March,20.427051354114116
5530,CA-2018-136609,2018-08-06,11/08/2018,Standard Class,TB-21355,Todd Boyes,Corporate,United States,Cedar Hill,Texas,75104.0,Central,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,115.296,2018,8,August,6.798004850579888
5531,CA-2018-160885,2018-12-02,06/12/2018,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Omaha,Nebraska,68104.0,Central,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,2479.96,2018,12,December,-62.308168774987244
5532,US-2017-167472,2017-06-06,07/06/2017,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,72209.0,South,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,179.94,2017,6,June,-17.50440341785993
5533,US-2017-167472,2017-06-06,07/06/2017,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,72209.0,South,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,26.85,2017,6,June,4.85459487957491
5534,US-2017-167472,2017-06-06,07/06/2017,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,72209.0,South,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,323.37,2017,6,June,3.773126376833071
5535,US-2017-167472,2017-06-06,07/06/2017,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,72209.0,South,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,59.94,2017,6,June,-1.5242204160124913
5536,US-2017-167472,2017-06-06,07/06/2017,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,72209.0,South,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,64.14,2017,6,June,1.161275282691591
5537,US-2017-167472,2017-06-06,07/06/2017,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,72209.0,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,11.67,2017,6,June,0.939659423015675
5538,US-2017-167472,2017-06-06,07/06/2017,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,72209.0,South,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,12.96,2017,6,June,3.093596066965122
5539,CA-2016-120551,2016-04-13,20/04/2016,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,Norfolk,Nebraska,68701.0,Central,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,17.43,2016,4,April,4.647365614274885
5540,US-2018-150595,2018-05-22,26/05/2018,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653.0,Central,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,181.986,2018,5,May,-26.961686892965105
5541,US-2018-150595,2018-05-22,26/05/2018,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",1.592,2018,5,May,0.3348228288511263
5542,US-2018-150595,2018-05-22,26/05/2018,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,22.344,2018,5,May,-1.5505668993870714
5543,CA-2017-134936,2017-12-19,25/12/2017,Standard Class,ES-14080,Erin Smith,Corporate,United States,Tucson,Arizona,85705.0,West,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",455.97,2017,12,December,-52.77443359110653
5544,CA-2017-134936,2017-12-19,25/12/2017,Standard Class,ES-14080,Erin Smith,Corporate,United States,Tucson,Arizona,85705.0,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",10.44,2017,12,December,-0.644789271982975
5545,CA-2017-134936,2017-12-19,25/12/2017,Standard Class,ES-14080,Erin Smith,Corporate,United States,Tucson,Arizona,85705.0,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",5.214,2017,12,December,1.498476363675452
5546,CA-2018-102967,2018-09-22,26/09/2018,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Concord,New Hampshire,3301.0,East,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",67.4,2018,9,September,17.1531370237965
5547,CA-2018-151008,2018-09-07,08/09/2018,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Draper,Utah,84020.0,West,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16,2018,9,September,4.674726630150999
5548,CA-2018-151008,2018-09-07,08/09/2018,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Draper,Utah,84020.0,West,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,126.56,2018,9,September,-13.430359558617457
5549,CA-2015-159800,2015-11-28,01/12/2015,First Class,SG-20470,Sheri Gordon,Consumer,United States,San Francisco,California,94109.0,West,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,43.68,2015,11,November,-0.4873218961879494
5550,CA-2015-159800,2015-11-28,01/12/2015,First Class,SG-20470,Sheri Gordon,Consumer,United States,San Francisco,California,94109.0,West,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,139.93,2015,11,November,17.702425749136847
5551,US-2015-159618,2015-11-12,16/11/2015,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,77036.0,Central,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,2.672,2015,11,November,0.7177392274728236
5552,US-2015-159618,2015-11-12,16/11/2015,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,77036.0,Central,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,16.656,2015,11,November,-0.9269162440187696
5553,US-2015-159618,2015-11-12,16/11/2015,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,77036.0,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.512,2015,11,November,16.95565720444415
5554,US-2015-159618,2015-11-12,16/11/2015,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,77036.0,Central,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,36.288,2015,11,November,6.253290787371837
5555,US-2015-159618,2015-11-12,16/11/2015,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,77036.0,Central,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,67.9932,2015,11,November,-3.668135347371955
5556,CA-2018-116113,2018-10-02,06/10/2018,Second Class,JW-15220,Jane Waco,Corporate,United States,Montgomery,Alabama,36116.0,South,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",10.16,2018,10,October,-1.6794052056067543
5557,CA-2016-125066,2016-12-14,18/12/2016,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Jackson,Mississippi,39212.0,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,6.16,2016,12,December,0.21668967265816613
5558,CA-2016-125066,2016-12-14,18/12/2016,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Jackson,Mississippi,39212.0,South,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,2016,12,December,-5.0188863091220215
5559,US-2016-114741,2016-12-06,10/12/2016,Standard Class,IL-15100,Ivan Liston,Consumer,United States,North Las Vegas,Nevada,89031.0,West,OFF-PA-10000048,Office Supplies,Paper,Xerox 20,6.48,2016,12,December,0.6733876698965896
5560,US-2016-114741,2016-12-06,10/12/2016,Standard Class,IL-15100,Ivan Liston,Consumer,United States,North Las Vegas,Nevada,89031.0,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,2016,12,December,-0.3413242792652581
5561,US-2016-114741,2016-12-06,10/12/2016,Standard Class,IL-15100,Ivan Liston,Consumer,United States,North Las Vegas,Nevada,89031.0,West,OFF-LA-10004853,Office Supplies,Labels,Avery 483,14.94,2016,12,December,-1.2940747310735126
5562,CA-2018-133263,2018-03-31,02/04/2018,Second Class,JE-15610,Jim Epp,Corporate,United States,Atlanta,Georgia,30318.0,South,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,34.54,2018,3,March,-3.9791786719317375
5563,CA-2018-133263,2018-03-31,02/04/2018,Second Class,JE-15610,Jim Epp,Corporate,United States,Atlanta,Georgia,30318.0,South,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2999.95,2018,3,March,-360.91109969019914
5564,CA-2018-133263,2018-03-31,02/04/2018,Second Class,JE-15610,Jim Epp,Corporate,United States,Atlanta,Georgia,30318.0,South,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,64.12,2018,3,March,9.702909921587983
5565,CA-2018-157966,2018-03-13,13/03/2018,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610.0,Central,OFF-AR-10000799,Office Supplies,Art,Col-Erase Pencils with Erasers,19.456,2018,3,March,5.432594748074868
5566,CA-2018-157966,2018-03-13,13/03/2018,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610.0,Central,TEC-MA-10002109,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",209.986,2018,3,March,-39.10838633613214
5567,CA-2018-157966,2018-03-13,13/03/2018,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610.0,Central,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",29.76,2018,3,March,7.288335831916529
5568,CA-2018-157966,2018-03-13,13/03/2018,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610.0,Central,FUR-CH-10003606,Furniture,Chairs,SAFCO Folding Chair Trolley,89.768,2018,3,March,11.582279332569742
5569,CA-2018-157966,2018-03-13,13/03/2018,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610.0,Central,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2018,3,March,-173.55327289028233
5570,CA-2018-157966,2018-03-13,13/03/2018,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610.0,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,15.552,2018,3,March,1.9989273694681835
5571,CA-2018-157966,2018-03-13,13/03/2018,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610.0,Central,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,34.36,2018,3,March,7.193609675163149
5572,CA-2015-151162,2015-12-05,09/12/2015,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229.0,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,98.376,2015,12,December,-4.494867499260309
5573,CA-2015-151162,2015-12-05,09/12/2015,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229.0,East,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,29.94,2015,12,December,6.991837057203898
5574,CA-2015-151162,2015-12-05,09/12/2015,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229.0,East,OFF-PA-10003036,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17.472,2015,12,December,2.6864000886734027
5575,CA-2015-151162,2015-12-05,09/12/2015,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229.0,East,TEC-PH-10001870,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,36.738,2015,12,December,8.708568204840677
5576,CA-2015-151162,2015-12-05,09/12/2015,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229.0,East,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,179.94,2015,12,December,-35.034639811530006
5577,CA-2017-136686,2017-12-12,16/12/2017,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Pasadena,California,91104.0,West,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",383.64,2017,12,December,-3.975374472812487
5578,CA-2017-136686,2017-12-12,16/12/2017,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Pasadena,California,91104.0,West,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,56.52,2017,12,December,9.397931148146823
5579,CA-2018-137498,2018-09-09,14/09/2018,Second Class,LC-17050,Liz Carlisle,Consumer,United States,Los Angeles,California,90004.0,West,OFF-AR-10003829,Office Supplies,Art,Newell 35,6.56,2018,9,September,0.26307644215603915
5580,CA-2018-137498,2018-09-09,14/09/2018,Second Class,LC-17050,Liz Carlisle,Consumer,United States,Los Angeles,California,90004.0,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,243.92,2018,9,September,4.40182545528618
5581,CA-2018-137498,2018-09-09,14/09/2018,Second Class,LC-17050,Liz Carlisle,Consumer,United States,Los Angeles,California,90004.0,West,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,47.52,2018,9,September,13.385345281433384
5582,CA-2018-163818,2018-10-04,08/10/2018,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Clinton,Maryland,20735.0,East,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,19.98,2018,10,October,3.5723111980810756
5583,CA-2017-161158,2017-05-09,13/05/2017,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,New York City,New York,10024.0,East,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,8.0,2017,5,May,2.185188261386149
5584,CA-2015-116673,2015-12-15,19/12/2015,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,San Diego,California,92037.0,West,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,6.16,2015,12,December,-0.6977255452631499
5585,CA-2018-105333,2018-11-30,04/12/2018,Standard Class,VP-21730,Victor Preis,Home Office,United States,New York City,New York,10011.0,East,OFF-ST-10002182,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",83.56,2018,11,November,18.263015836444467
5586,CA-2018-105333,2018-11-30,04/12/2018,Standard Class,VP-21730,Victor Preis,Home Office,United States,New York City,New York,10011.0,East,TEC-PH-10001468,Technology,Phones,Panasonic Business Telephones KX-T7736,546.06,2018,11,November,20.325703724124697
5587,CA-2018-105333,2018-11-30,04/12/2018,Standard Class,VP-21730,Victor Preis,Home Office,United States,New York City,New York,10011.0,East,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,269.49,2018,11,November,39.826476299156134
5588,CA-2016-149993,2016-03-19,20/03/2016,First Class,GA-14725,Guy Armstrong,Consumer,United States,Lancaster,California,93534.0,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,10.9,2016,3,March,-0.5640310600033309
5589,CA-2015-168158,2015-07-19,24/07/2015,Standard Class,EM-14140,Eugene Moren,Home Office,United States,Great Falls,Montana,59405.0,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.096,2015,7,July,0.9299878748439386
5590,CA-2017-115224,2017-12-08,11/12/2017,Second Class,DB-13615,Doug Bickford,Consumer,United States,San Francisco,California,94110.0,West,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",34.05,2017,12,December,8.569997294918817
5591,CA-2017-115224,2017-12-08,11/12/2017,Second Class,DB-13615,Doug Bickford,Consumer,United States,San Francisco,California,94110.0,West,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,352.38,2017,12,December,8.890871730039803
5592,CA-2015-164742,2015-10-13,18/10/2015,Second Class,ML-17395,Marina Lichtenstein,Corporate,United States,Lakewood,New Jersey,8701.0,East,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",245.98,2015,10,October,36.01407659544708
5593,CA-2015-164742,2015-10-13,18/10/2015,Second Class,ML-17395,Marina Lichtenstein,Corporate,United States,Lakewood,New Jersey,8701.0,East,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,18.94,2015,10,October,-3.363567209836612
5594,US-2018-108014,2018-11-19,25/11/2018,Standard Class,JH-15430,Jennifer Halladay,Consumer,United States,Cleveland,Ohio,44105.0,East,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',59.913,2018,11,November,-8.472299709864854
5595,CA-2018-160325,2018-09-24,24/09/2018,Same Day,BP-11095,Bart Pistole,Corporate,United States,Lawrence,Massachusetts,1841.0,East,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,391.98,2018,9,September,117.26692706342729
5596,CA-2018-160325,2018-09-24,24/09/2018,Same Day,BP-11095,Bart Pistole,Corporate,United States,Lawrence,Massachusetts,1841.0,East,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,437.85,2018,9,September,73.62400107439987
5597,CA-2016-159779,2016-09-25,29/09/2016,Standard Class,SB-20185,Sarah Brown,Consumer,United States,Concord,New Hampshire,3301.0,East,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,68.62,2016,9,September,5.724240025853669
5598,CA-2018-151176,2018-02-13,20/02/2018,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Baltimore,Maryland,21215.0,East,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,25.02,2018,2,February,-4.116706219734456
5599,CA-2018-151176,2018-02-13,20/02/2018,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Baltimore,Maryland,21215.0,East,OFF-AR-10000614,Office Supplies,Art,Barrel Sharpener,10.71,2018,2,February,2.9462784803858213
5600,CA-2015-108903,2015-10-03,03/10/2015,Same Day,DO-13435,Denny Ordway,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,55.984,2015,10,October,5.408966119122998
5601,CA-2015-108903,2015-10-03,03/10/2015,Same Day,DO-13435,Denny Ordway,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,14.48,2015,10,October,-2.0459044566536826
5602,CA-2015-108903,2015-10-03,03/10/2015,Same Day,DO-13435,Denny Ordway,Consumer,United States,Columbus,Ohio,43229.0,East,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,142.488,2015,10,October,19.802159715301087
5603,CA-2017-117919,2017-08-27,29/08/2017,Second Class,TB-21355,Todd Boyes,Corporate,United States,Houston,Texas,77041.0,Central,OFF-ST-10003572,Office Supplies,Storage,Portfile Personal File Boxes,14.16,2017,8,August,-0.8305660936641263
5604,CA-2017-117919,2017-08-27,29/08/2017,Second Class,TB-21355,Todd Boyes,Corporate,United States,Houston,Texas,77041.0,Central,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,79.92,2017,8,August,20.079702296396118
5605,CA-2016-142475,2016-12-03,07/12/2016,Standard Class,BS-11380,Bill Stewart,Corporate,United States,New York City,New York,10011.0,East,OFF-BI-10003718,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,590.352,2016,12,December,-21.97158901003216
5606,CA-2017-134516,2017-09-20,25/09/2017,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Greensboro,North Carolina,27405.0,South,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,17.088,2017,9,September,1.7756717340565755
5607,CA-2017-134516,2017-09-20,25/09/2017,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Greensboro,North Carolina,27405.0,South,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",98.392,2017,9,September,-14.758320129554049
5608,CA-2018-105193,2018-03-25,31/03/2018,Standard Class,JL-15835,John Lee,Consumer,United States,New York City,New York,10024.0,East,OFF-AR-10001547,Office Supplies,Art,Newell 311,11.05,2018,3,March,3.0268791787469533
5609,CA-2016-168634,2016-12-06,11/12/2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,San Francisco,California,94109.0,West,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",7.78,2016,12,December,1.993307358183745
5610,CA-2018-117198,2018-08-31,05/09/2018,Standard Class,BG-11035,Barry Gonzalez,Consumer,United States,Monroe,Louisiana,71203.0,South,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9,2018,8,August,-26.80993492289331
5611,CA-2016-145828,2016-10-05,07/10/2016,First Class,MB-17305,Maria Bertelson,Consumer,United States,Cincinnati,Ohio,45231.0,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,53.04,2016,10,October,-9.584488200578008
5612,CA-2018-121027,2018-08-18,22/08/2018,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Seattle,Washington,98105.0,West,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,843.9,2018,8,August,203.7498377339671
5613,CA-2018-121027,2018-08-18,22/08/2018,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Seattle,Washington,98105.0,West,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,1496.16,2018,8,August,383.7361132181313
5614,CA-2017-147431,2017-02-02,07/02/2017,Standard Class,AB-10105,Adrian Barton,Consumer,United States,New York City,New York,10011.0,East,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",117.96,2017,2,February,-11.989585122781547
5615,CA-2017-158001,2017-08-23,27/08/2017,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,New York City,New York,10035.0,East,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",21.3,2017,8,August,-2.692763543904994
5616,CA-2017-158001,2017-08-23,27/08/2017,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,New York City,New York,10035.0,East,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1040.8,2017,8,August,-178.81619806425442
5617,CA-2017-158001,2017-08-23,27/08/2017,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,New York City,New York,10035.0,East,OFF-AR-10001954,Office Supplies,Art,Newell 331,29.34,2017,8,August,4.2201185003015835
5618,CA-2018-125745,2018-06-30,04/07/2018,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Memphis,Tennessee,38109.0,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52,2018,6,June,-2.3149785977502364
5619,CA-2016-101154,2016-09-18,21/09/2016,First Class,CM-12190,Charlotte Melton,Consumer,United States,San Diego,California,92105.0,West,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",443.92,2016,9,September,119.01983939430222
5620,US-2017-124163,2017-09-25,30/09/2017,Standard Class,SC-20695,Steve Chapman,Corporate,United States,La Crosse,Wisconsin,54601.0,Central,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,499.95,2017,9,September,148.68996354002542
