row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub-category,product_name,sales,profit
5742,US-2018-147886,,31/03/2018,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533.0,West,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,532.72,15.430365573376312
5743,US-2018-147886,,31/03/2018,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533.0,West,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,26.72,7.144978644296872
5744,US-2018-147886,,31/03/2018,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533.0,West,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,20.04,5.62748847071641
5745,US-2018-147886,,31/03/2018,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533.0,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,795.48,-42.249441990802445
5746,US-2018-147886,,31/03/2018,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533.0,West,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,21.56,5.145339647279554
5747,CA-2017-113733,2017-08-12,12/12/2017,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,27834.0,South,TEC-PH-10002496,Technology,Phones,Cisco SPA301,249.584,-11.029065259394379
5748,CA-2017-113733,2017-08-12,12/12/2017,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,27834.0,South,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,68.112,18.34189495965869
5749,CA-2017-113733,2017-08-12,12/12/2017,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,27834.0,South,TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,16.56,3.9983603479358565
5750,CA-2018-104913,,22/11/2018,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Long Beach,New York,11561.0,East,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",74.95,-12.035198141076041
5751,CA-2015-145800,,05/06/2015,Standard Class,SS-20410,Shahid Shariari,Consumer,United States,Buffalo Grove,Illinois,60089.0,Central,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,355.455,-23.33254218775175
5752,CA-2017-125850,,28/01/2017,Standard Class,FP-14320,Frank Preis,Consumer,United States,San Diego,California,92037.0,West,OFF-LA-10003498,Office Supplies,Labels,Avery 475,44.4,3.566593231537007
5753,CA-2017-125850,,28/01/2017,Standard Class,FP-14320,Frank Preis,Consumer,United States,San Diego,California,92037.0,West,OFF-LA-10004484,Office Supplies,Labels,Avery 476,20.65,0.21642032618659582
5754,CA-2017-118514,2017-03-02,10/02/2017,Standard Class,LC-17050,Liz Carlisle,Consumer,United States,Richmond,Kentucky,40475.0,South,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,-172.61574236403575
5755,CA-2016-150749,,03/04/2016,Second Class,AS-10240,Alan Shonely,Consumer,United States,Springfield,Virginia,22153.0,South,OFF-AR-10003732,Office Supplies,Art,Newell 333,5.56,-0.4206424260654609
5756,CA-2015-163748,,18/10/2015,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Fort Worth,Texas,76106.0,Central,OFF-AP-10004052,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",3.16,0.5603224621371493
5757,CA-2015-163748,,18/10/2015,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Fort Worth,Texas,76106.0,Central,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1999.96,-348.95431865194666
5758,CA-2016-119634,2016-11-08,16/08/2016,Standard Class,BW-11065,Barry Weirich,Consumer,United States,Raleigh,North Carolina,27604.0,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",46.152,-7.502757615076721
5759,CA-2016-149300,,23/11/2016,First Class,BH-11710,Brosina Hoffman,Consumer,United States,Hialeah,Florida,33012.0,South,TEC-MA-10000423,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,32.985,-0.4006804365972833
5760,US-2017-111528,,30/12/2017,Same Day,JP-16135,Julie Prescott,Home Office,United States,Los Angeles,California,90032.0,West,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,481.32,-14.878877138502252
5761,US-2017-111528,,30/12/2017,Same Day,JP-16135,Julie Prescott,Home Office,United States,Los Angeles,California,90032.0,West,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,6.384,1.7671564790292495
5762,CA-2018-158169,2018-12-08,15/08/2018,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Lake Forest,California,92630.0,West,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94,56.22733776917008
5763,CA-2018-158169,2018-12-08,15/08/2018,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Lake Forest,California,92630.0,West,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,54.92,-7.193689322511391
5764,CA-2016-162047,2016-03-11,05/11/2016,First Class,FH-14365,Fred Hopkins,Corporate,United States,Long Beach,New York,11561.0,East,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1448.82,-201.34120235135995
5765,CA-2016-117772,2016-10-09,12/09/2016,Second Class,MC-17575,Matt Collins,Consumer,United States,Seattle,Washington,98103.0,West,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",353.88,64.71816855735129
5766,US-2015-126340,2015-08-11,14/11/2015,Standard Class,EB-13870,Emily Burns,Consumer,United States,Redding,California,96003.0,West,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,333.576,1.4688462941649987
5767,CA-2017-149685,2017-08-10,15/10/2017,Standard Class,PM-19135,Peter McVee,Home Office,United States,San Antonio,Texas,78207.0,Central,OFF-LA-10004545,Office Supplies,Labels,Avery 50,60.144,14.156335841743047
5768,CA-2018-126396,2018-08-09,12/09/2018,Second Class,AR-10345,Alex Russell,Corporate,United States,Houston,Texas,77070.0,Central,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,85.2,1.7385786289736669
5769,CA-2016-154900,,01/03/2016,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Leominster,Massachusetts,1453.0,East,OFF-LA-10001641,Office Supplies,Labels,Avery 518,3.15,-0.18497902027934868
5770,CA-2016-154900,,01/03/2016,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Leominster,Massachusetts,1453.0,East,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,0.2484560590887762
5771,CA-2016-103835,,28/09/2016,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Los Angeles,California,90032.0,West,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",14.91,-1.5030144443812397
5772,CA-2016-103835,,28/09/2016,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Los Angeles,California,90032.0,West,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1158.12,-130.13864766978097
5773,CA-2016-158939,,01/12/2016,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Springfield,Missouri,65807.0,Central,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,599.99,104.21429052063215
5774,CA-2017-117408,,06/09/2017,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Waco,Texas,76706.0,Central,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,23.968,3.9654784696286254
5775,CA-2017-142398,2017-12-04,16/04/2017,Standard Class,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,90036.0,West,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,638.288,166.16137108566568
5776,CA-2017-142398,2017-12-04,16/04/2017,Standard Class,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,90036.0,West,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,13.208,3.205442836642756
5777,CA-2017-105277,2017-04-12,08/12/2017,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Auburn,New York,13021.0,East,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,15.528,3.595219319099739
5778,CA-2017-112060,2017-04-12,09/12/2017,Standard Class,KT-16465,Kean Takahito,Consumer,United States,San Francisco,California,94109.0,West,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,104.85,4.87731928728479
5779,CA-2015-105270,2015-11-11,18/11/2015,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90008.0,West,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,30.48,6.428504184397082
5780,CA-2015-105270,2015-11-11,18/11/2015,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90008.0,West,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,112.648,17.039684009994353
5781,US-2016-159513,2016-02-04,09/04/2016,Standard Class,JD-15790,John Dryer,Consumer,United States,Los Angeles,California,90049.0,West,TEC-MA-10003329,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",71.976,21.12143937926073
5782,CA-2016-155586,2016-12-12,16/12/2016,Second Class,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928.0,West,OFF-AR-10001547,Office Supplies,Art,Newell 311,2.21,-0.053247152029864915
5783,CA-2016-155586,2016-12-12,16/12/2016,Second Class,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928.0,West,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,15.52,-0.8202218982784674
5784,CA-2016-155586,2016-12-12,16/12/2016,Second Class,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928.0,West,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",36.44,4.814467691451481
5785,CA-2018-141117,2018-02-10,08/10/2018,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477.0,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,217.764,52.755143130548284
5786,CA-2018-141117,2018-02-10,08/10/2018,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477.0,West,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,39.072,6.759066856576809
5787,CA-2018-141117,2018-02-10,08/10/2018,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477.0,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",22.638,-3.4016521360340857
5788,CA-2018-141117,2018-02-10,08/10/2018,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477.0,West,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,95.144,-12.979265385875717
5789,CA-2018-115070,2018-10-04,14/04/2018,Second Class,MG-18205,Mitch Gastineau,Corporate,United States,Jacksonville,Florida,32216.0,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,12.32,-1.564060484047259
5790,CA-2018-115070,2018-10-04,14/04/2018,Second Class,MG-18205,Mitch Gastineau,Corporate,United States,Jacksonville,Florida,32216.0,South,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",4.419,0.5305623452130647
5791,CA-2018-140186,,02/10/2018,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309.0,West,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,35.0,7.361629629349683
5792,CA-2018-140186,,02/10/2018,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309.0,West,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",72.784,3.996798773354693
5793,CA-2018-140186,,02/10/2018,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309.0,West,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84,-15.11450951916463
5794,CA-2018-140186,,02/10/2018,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309.0,West,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,-6.180711712129935
5795,CA-2018-140186,,02/10/2018,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309.0,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,46.672,-9.137119686404075
5796,CA-2015-124856,,03/10/2015,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011.0,East,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",1395.54,-105.6959139874074
5797,CA-2015-124856,,03/10/2015,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011.0,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",117.36,-17.971264516205743
5798,CA-2015-124856,,03/10/2015,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011.0,East,OFF-LA-10000121,Office Supplies,Labels,Avery 48,18.9,-1.533838605996853
5799,CA-2015-124856,,03/10/2015,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011.0,East,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,77.52,-11.112934222894282
5800,CA-2015-166716,,25/08/2015,Second Class,CR-12730,Craig Reiter,Consumer,United States,Chicago,Illinois,60610.0,Central,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",421.372,63.53529122270496
5801,CA-2015-123225,2015-11-07,14/07/2015,First Class,MN-17935,Michael Nguyen,Consumer,United States,El Paso,Texas,79907.0,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,575.968,35.5750792485963
5802,CA-2015-123225,2015-11-07,14/07/2015,First Class,MN-17935,Michael Nguyen,Consumer,United States,El Paso,Texas,79907.0,Central,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,10.368,0.5705445396666982
5803,CA-2016-163440,,24/03/2016,First Class,RD-19900,Ruben Dartt,Consumer,United States,Thousand Oaks,California,91360.0,West,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,15.984,-2.11628119629754
5804,US-2018-106796,2018-12-05,19/05/2018,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Springfield,Ohio,45503.0,East,OFF-AR-10003504,Office Supplies,Art,Newell 347,10.272,-1.0764458348958246
5805,CA-2018-113873,,19/11/2018,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Dallas,Texas,75220.0,Central,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,61.792,13.75752677649123
5806,CA-2018-113873,,19/11/2018,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Dallas,Texas,75220.0,Central,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",205.9992,25.59745106349073
5807,CA-2017-149783,2017-04-09,07/09/2017,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,37918.0,South,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.192,-0.9551086880234522
5808,CA-2017-149783,2017-04-09,07/09/2017,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,37918.0,South,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,87.168,15.535560411837176
5809,CA-2017-149783,2017-04-09,07/09/2017,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,37918.0,South,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,31.744,-2.1039956437166243
5810,CA-2017-125017,2017-06-02,11/02/2017,Standard Class,KB-16240,Karen Bern,Corporate,United States,Chattanooga,Tennessee,37421.0,South,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",132.224,21.411190728566588
5811,US-2016-163279,,26/03/2016,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,San Diego,California,92037.0,West,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,105.52,23.32853425427921
5812,US-2016-163279,,26/03/2016,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,San Diego,California,92037.0,West,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,12.422372315797212
5813,US-2016-163279,,26/03/2016,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,San Diego,California,92037.0,West,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,1487.976,249.45690167346814
5814,CA-2016-150196,2016-02-07,03/07/2016,First Class,SR-20740,Steven Roelle,Home Office,United States,New York City,New York,10024.0,East,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,19.44,-0.06727898694194795
5815,US-2016-106495,,17/06/2016,First Class,AC-10450,Amy Cox,Consumer,United States,Tampa,Florida,33614.0,South,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,11.672,-0.7819492317583491
5816,CA-2015-124730,,26/11/2015,Same Day,LS-17245,Lynn Smith,Consumer,United States,Utica,New York,13501.0,East,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,279.96,42.69463405206871
5817,CA-2015-124730,,26/11/2015,Same Day,LS-17245,Lynn Smith,Consumer,United States,Utica,New York,13501.0,East,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",12.912,-1.3034293546550688
5818,CA-2015-124730,,26/11/2015,Same Day,LS-17245,Lynn Smith,Consumer,United States,Utica,New York,13501.0,East,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,17.088,2.660901466486853
5819,CA-2015-124730,,26/11/2015,Same Day,LS-17245,Lynn Smith,Consumer,United States,Utica,New York,13501.0,East,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",93.15,22.456140442518436
5820,CA-2015-124730,,26/11/2015,Same Day,LS-17245,Lynn Smith,Consumer,United States,Utica,New York,13501.0,East,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,11.52,-0.7968541479167671
5821,CA-2018-117632,2018-12-05,18/05/2018,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,94122.0,West,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,238.62,-8.063162741903446
5822,CA-2018-117632,2018-12-05,18/05/2018,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,94122.0,West,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,7.77,-1.1810094409357066
5823,CA-2018-117632,2018-12-05,18/05/2018,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,94122.0,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",285.48,-40.86123274173691
5824,CA-2018-117632,2018-12-05,18/05/2018,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,94122.0,West,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",19.168,0.022008462141966067
5825,CA-2015-115056,2015-02-05,02/05/2015,Same Day,AR-10510,Andrew Roberts,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,26.136,-2.9982146781836776
5826,CA-2018-161067,2018-03-09,06/09/2018,Second Class,KB-16405,Katrina Bavinger,Home Office,United States,New York City,New York,10035.0,East,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,419.4,21.65515176147541
5827,CA-2018-161067,2018-03-09,06/09/2018,Second Class,KB-16405,Katrina Bavinger,Home Office,United States,New York City,New York,10035.0,East,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,90.801,-11.434288677238916
5828,CA-2018-161067,2018-03-09,06/09/2018,Second Class,KB-16405,Katrina Bavinger,Home Office,United States,New York City,New York,10035.0,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,181.764,13.706458694265677
5829,CA-2018-161067,2018-03-09,06/09/2018,Second Class,KB-16405,Katrina Bavinger,Home Office,United States,New York City,New York,10035.0,East,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,5.56,0.4056529466860117
5830,CA-2017-122063,2017-03-12,07/12/2017,Standard Class,MM-17920,Michael Moore,Consumer,United States,Richmond,Indiana,47374.0,Central,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,581.96,-61.376175044114646
5831,CA-2017-122063,2017-03-12,07/12/2017,Standard Class,MM-17920,Michael Moore,Consumer,United States,Richmond,Indiana,47374.0,Central,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",29.98,1.3306939994783562
5832,CA-2016-111206,,22/07/2016,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,San Diego,California,92105.0,West,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,519.96,55.47790111761814
5833,CA-2017-142895,,26/07/2017,Standard Class,BP-11290,Beth Paige,Consumer,United States,Concord,North Carolina,28027.0,South,OFF-LA-10000262,Office Supplies,Labels,Avery 494,6.264,0.32629711471635575
5834,CA-2017-142895,,26/07/2017,Standard Class,BP-11290,Beth Paige,Consumer,United States,Concord,North Carolina,28027.0,South,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",363.92,20.4619275256079
5835,CA-2016-101868,2016-09-06,16/06/2016,Standard Class,MJ-17740,Max Jones,Consumer,United States,Miami,Florida,33178.0,South,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",64.2,11.12783371213417
5836,CA-2016-101868,2016-09-06,16/06/2016,Standard Class,MJ-17740,Max Jones,Consumer,United States,Miami,Florida,33178.0,South,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",38.52,-1.453746858167122
5837,CA-2016-101868,2016-09-06,16/06/2016,Standard Class,MJ-17740,Max Jones,Consumer,United States,Miami,Florida,33178.0,South,TEC-AC-10004396,Technology,Accessories,Logitech Keyboard K120,72.6,-3.615566472420564
5838,CA-2018-133207,,03/12/2018,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Los Angeles,California,90036.0,West,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,57.568,15.272936242052593
5839,CA-2016-132948,,03/04/2016,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Seattle,Washington,98115.0,West,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,83.7,3.3428059115866002
5840,CA-2016-134992,,26/09/2016,Second Class,MG-17875,Michael Grace,Home Office,United States,Arlington,Virginia,22204.0,South,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,32.4,8.047311418096394
5841,CA-2016-134992,,26/09/2016,Second Class,MG-17875,Michael Grace,Home Office,United States,Arlington,Virginia,22204.0,South,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",47.98,12.000353858046632
5842,CA-2016-126725,,21/11/2016,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105.0,West,TEC-PH-10003174,Technology,Phones,RCA ViSYS 25825 Wireless digital phone,415.968,-57.59033546485194
5843,CA-2016-126725,,21/11/2016,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105.0,West,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,304.9,27.928231988672295
5844,CA-2016-126725,,21/11/2016,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105.0,West,FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",80.96,-1.3532451683754614
5845,CA-2016-126725,,21/11/2016,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105.0,West,OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,777.21,97.02757865208541
5846,CA-2016-126725,,21/11/2016,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105.0,West,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,32.4,-5.067660305203216
5847,CA-2016-126725,,21/11/2016,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105.0,West,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,225.568,28.1162099695907
5848,CA-2016-126725,,21/11/2016,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105.0,West,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,36.6,10.856103746605596
5849,CA-2016-121783,2016-10-11,14/11/2016,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113.0,Central,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,715.64,77.57833790232011
5850,CA-2016-121783,2016-10-11,14/11/2016,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113.0,Central,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,795.51,237.2929745157759
5851,CA-2016-121783,2016-10-11,14/11/2016,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113.0,Central,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,549.99,11.62151755317944
5852,CA-2016-121783,2016-10-11,14/11/2016,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113.0,Central,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,74.76,10.734089508960441
5853,CA-2016-121783,2016-10-11,14/11/2016,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113.0,Central,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,29.22,1.8530719146567487
5854,US-2015-138835,2015-10-09,14/09/2015,Standard Class,DA-13450,Dianna Arnett,Home Office,United States,Virginia Beach,Virginia,23464.0,South,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,9.64,0.7640825602626687
5855,CA-2016-112214,2016-05-08,11/08/2016,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220.0,Central,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33.488,-4.963823304638409
